Customer_ID,Signup_Date,Gender,Age,Annual_Income,Credit_Score,Customer_Segment,Activity_Score
CUST-1044,2022-12-20,Female,39,70753.26,667,VIP,57.6
CUST-1046,2022-12-20,Female,32,29952.66,598,VIP,56.0
CUST-1047,2022-12-20,Male,51,29613.83,572,Premium,56.0
CUST-1048,2022-12-20,Female,42,32659.74,800,Premium,53.0
CUST-1049,2022-12-20,Female,35,138995.56,616,Premium,54.8
CUST-1050,2022-12-20,Male,42,87273.44,606,Standard,54.8
CUST-1051,2022-12-20,Male,33,77558.3,518,Standard,57.6
CUST-1052,2023-05-14,Female,30,37644.05,632,Standard,54.7
CUST-1053,2021-08-23,Female,45,60463.73,581,Premium,54.7
CUST-1054,2021-08-23,Male,50,37245.52,803,Standard,52.2
CUST-1055,2021-08-23,Male,49,141994.67,756,Premium,52.9
CUST-1056,2021-08-23,Male,28,90757.65,628,Standard,54.7
CUST-1057,2021-08-23,Female,34,96613.15,849,Standard,53.8
CUST-1058,2021-08-23,Male,42,64289.83,754,Standard,48.6
CUST-1059,2021-08-23,Female,50,113405.13,656,Standard,49.0
CUST-1060,2021-08-23,Male,32,86157.89,493,VIP,49.9
CUST-1061,2021-08-23,Male,36,34775.0,681,Standard,50.7
CUST-1062,2021-08-23,Male,25,136181.45,576,Premium,53.2
CUST-1063,2021-08-23,Male,24,81044.51,557,Premium,51.0
CUST-1064,2021-08-23,Male,48,64186.94,757,Premium,52.4
CUST-1065,2021-08-23,Male,54,41974.83,681,Premium,54.8
CUST-1066,2021-08-23,Male,37,110075.45,784,Standard,51.2
CUST-1067,2021-08-23,Male,50,86080.31,722,Standard,51.9
CUST-1068,2021-08-23,Male,42,89191.63,725,Standard,50.8
CUST-1069,2021-08-23,Male,30,47534.67,744,Standard,50.7
CUST-1070,2021-04-04,Female,42,115723.84,737,Standard,50.7
CUST-1071,2023-06-01,Male,56,113753.49,701,Premium,50.4
CUST-1072,2023-06-01,Male,38,118257.34,688,Premium,49.1
CUST-1073,2023-06-01,Female,57,67196.29,675,Premium,49.1
CUST-1074,2022-09-03,Female,35,59821.73,623,Premium,46.9
CUST-1075,2022-09-03,Male,48,58765.11,681,Standard,44.8
CUST-1076,2022-09-03,Female,39,86049.27,553,Standard,44.8
CUST-1077,2022-09-03,Female,34,34486.38,673,Standard,43.8
CUST-1078,2022-09-03,Male,39,71019.47,606,Premium,45.2
CUST-1079,2022-09-03,Female,35,118479.49,597,Standard,46.1
CUST-1080,2023-06-01,Female,35,86157.89,693,Premium,42.6
CUST-1081,2022-11-28,Female,42,54723.32,784,Standard,41.3
CUST-1082,2022-11-28,Male,56,33152.44,749,Premium,43.7
CUST-1083,2022-11-28,Male,32,56612.52,562,Standard,41.7
CUST-1084,2022-11-28,Male,28,70585.25,606,Standard,40.8
CUST-1085,2022-11-28,Male,32,48938.43,751,Standard,41.7
CUST-1086,2022-11-28,Female,49,92685.18,606,Standard,43.3
CUST-1087,2022-04-10,Female,42,54268.29,663,Standard,42.8
CUST-1089,2022-04-10,Female,44,59737.18,607,VIP,44.4
CUST-1090,2022-04-10,Female,39,94869.71,688,VIP,47.9
CUST-1091,2022-06-04,Female,50,86738.79,580,VIP,49.9
CUST-1092,2022-06-04,Female,30,48983.29,635,Standard,50.0
CUST-1093,2022-06-04,Female,34,139627.29,704,Premium,48.4
CUST-1094,2022-06-04,Male,33,130607.97,561,Standard,46.8
CUST-1095,2022-06-04,Male,20,118502.72,713,Standard,47.8
CUST-1096,2022-06-04,Male,42,66294.21,679,Standard,48.6
CUST-1097,2022-06-04,Female,41,28932.39,721,VIP,51.4
CUST-1098,2023-07-30,Female,38,62116.63,697,Standard,52.7
CUST-1099,2023-07-30,Male,35,114530.39,782,Premium,49.7
CUST-1100,2023-07-30,Male,21,82279.42,689,Premium,51.8
CUST-1101,2022-05-16,Male,33,144741.09,648,VIP,51.8
CUST-1102,2022-05-16,Female,39,113698.21,689,VIP,49.1
CUST-1103,2022-05-16,Female,28,45616.27,721,Standard,49.6
CUST-1104,2021-09-03,Male,36,30797.5,684,Premium,53.6
CUST-1105,2021-09-03,Female,43,86157.89,683,Premium,59.8
CUST-1106,2023-08-28,Male,61,102405.2,627,Premium,61.0
CUST-1107,2023-08-28,Female,40,139265.86,630,Premium,60.6
CUST-1108,2023-04-16,Male,41,116794.71,575,Standard,61.7
CUST-1109,2023-04-16,Female,37,127333.7,811,VIP,63.5
CUST-1110,2023-04-16,Male,35,40162.04,681,Premium,62.8
CUST-1111,2023-04-16,Female,38,77118.45,628,Standard,66.4
CUST-1112,2023-04-16,Male,39,86157.89,626,Premium,66.9
CUST-1113,2023-04-16,Male,68,141789.43,747,Premium,67.9
CUST-1114,2023-04-16,Female,36,111263.34,658,Standard,69.2
CUST-1115,2023-04-16,Male,42,33136.33,774,Standard,70.1
CUST-1116,2023-04-16,Male,38,132982.63,629,Standard,71.7
CUST-1117,2023-04-16,Male,24,109999.09,701,VIP,70.5
CUST-1118,2023-04-16,Female,52,81639.59,617,VIP,69.4
CUST-1119,2023-04-16,Male,47,95950.16,841,Standard,67.2
CUST-1121,2022-04-08,Male,27,36755.17,703,Standard,69.6
CUST-1122,2022-04-08,Male,55,78893.0,728,Standard,70.5
CUST-1123,2022-04-08,Female,21,55702.29,711,Standard,73.9
CUST-1124,2022-04-08,Male,45,127556.9,666,Premium,73.9
CUST-1125,2022-04-08,Female,64,109984.9,670,VIP,75.2
CUST-1126,2022-04-08,Female,26,65212.75,683,Standard,73.0
CUST-1127,2021-01-08,Female,31,55332.51,669,Standard,72.3
CUST-1128,2022-12-26,Female,39,43925.09,752,VIP,73.6
CUST-1129,2021-08-23,Male,32,46183.03,846,Premium,73.6
CUST-1130,2023-07-17,Female,19,80599.31,681,Standard,74.8
CUST-1131,2023-07-17,Female,39,75561.97,577,Standard,74.6
CUST-1132,2023-07-17,Female,25,140862.26,673,Standard,71.6
CUST-1133,2023-07-17,Female,44,80874.3,681,VIP,70.9
CUST-1134,2023-07-17,Male,27,59005.93,620,Premium,72.6
CUST-1135,2023-07-17,Male,57,38579.24,803,VIP,73.8
CUST-1136,2023-07-17,Female,29,124687.24,806,Standard,74.8
CUST-1137,2023-07-17,Male,34,53157.43,638,Premium,74.9
CUST-1138,2023-07-17,Female,48,45353.88,723,Standard,74.9
CUST-1139,2023-07-17,Female,23,141302.8,802,Standard,73.6
CUST-1140,2023-07-17,Male,41,88074.78,652,Standard,75.0
CUST-1141,2021-07-14,Male,54,58439.51,665,Premium,75.8
CUST-1142,2021-07-14,Male,19,31636.6,636,VIP,76.8
CUST-1143,2021-07-14,Female,40,127988.35,604,Standard,76.8
CUST-1144,2021-07-14,Male,41,39082.86,631,Standard,71.4
CUST-1145,2023-06-04,Female,47,122055.92,588,Standard,73.6
CUST-1146,2022-11-21,Female,23,42210.03,683,Standard,72.7
CUST-1147,2022-11-21,Male,22,125153.56,622,Standard,71.0
CUST-1148,2022-11-21,Female,44,43293.68,698,VIP,72.3
CUST-1149,2023-03-31,Female,42,71552.05,563,VIP,71.6
CUST-1150,2023-03-31,Female,41,96131.88,705,VIP,71.6
CUST-1151,2023-03-31,Male,42,135339.14,743,Standard,74.9
CUST-1152,2023-03-31,Female,30,30550.62,530,Standard,76.3
CUST-1153,2023-03-31,Female,41,51136.79,708,Premium,73.6
CUST-1154,2023-03-31,Male,42,122687.94,772,Premium,73.6
CUST-1155,2021-09-13,Female,39,133894.12,589,Standard,76.5
CUST-1156,2021-09-13,Male,60,42335.74,805,Premium,75.8
CUST-1157,2021-04-11,Female,44,33924.61,711,Standard,76.0
CUST-1158,2021-04-11,Male,24,124137.19,627,Premium,72.5
CUST-1159,2023-05-07,Female,46,86046.79,676,Premium,73.3
CUST-1160,2023-09-20,Female,26,107935.91,722,Standard,71.3
CUST-1161,2023-09-20,Male,47,69411.36,686,Premium,68.5
CUST-1162,2023-09-20,Male,52,60172.87,720,Premium,65.5
CUST-1163,2023-09-20,Female,28,131360.58,611,Standard,67.7
CUST-1164,2023-09-20,Female,50,99850.47,693,Premium,66.5
CUST-1165,2023-07-14,Male,43,103731.57,574,Standard,69.5
CUST-1166,2023-07-14,Female,48,76203.09,672,Premium,68.5
CUST-1167,2023-07-14,Female,61,35134.55,612,Standard,65.1
CUST-1168,2023-07-14,Female,35,72812.79,625,Standard,62.8
CUST-1169,2023-07-14,Male,29,51336.56,773,Standard,65.3
CUST-1170,2023-07-14,Male,27,101798.26,762,VIP,65.0
CUST-1171,2023-07-14,Female,28,143760.22,726,VIP,63.9
CUST-1172,2023-07-14,Male,37,84123.08,598,Standard,64.2
CUST-1173,2023-07-14,Male,42,68251.99,656,Standard,65.2
CUST-1174,2023-09-19,Female,41,73440.61,771,Premium,67.4
CUST-1175,2023-09-19,Male,48,31049.37,691,Standard,70.3
CUST-1176,2023-09-19,Male,38,31428.5,681,Standard,69.6
CUST-1177,2021-02-28,Male,55,34855.17,709,Premium,67.0
CUST-1178,2021-02-28,Male,35,89943.58,694,VIP,66.1
CUST-1179,2021-02-28,Male,71,141955.64,657,Standard,66.7
CUST-1180,2021-06-11,Female,39,56999.28,690,Standard,64.7
CUST-1181,2021-06-11,Male,28,59183.66,669,VIP,62.8
CUST-1182,2021-06-11,Female,25,117393.82,733,VIP,63.5
CUST-1183,2021-06-11,Male,44,95355.98,752,Standard,63.4
CUST-1184,2021-06-11,Male,35,69512.14,621,Premium,63.5
CUST-1185,2022-02-18,Female,47,48603.74,580,Standard,62.0
CUST-1186,2022-02-18,Female,44,122326.6,542,Standard,61.5
CUST-1187,2022-02-18,Male,37,134935.66,718,Standard,59.6
CUST-1188,2022-09-01,Male,28,110303.99,597,Premium,61.4
CUST-1189,2022-09-27,Male,20,138864.37,519,Premium,63.5
CUST-1190,2022-09-27,Male,33,93883.74,709,Standard,59.8
CUST-1191,2022-09-27,Male,48,125893.53,681,Standard,57.9
CUST-1192,2022-09-27,Male,41,91428.58,680,Premium,55.0
CUST-1193,2022-09-27,Female,23,85381.06,743,Standard,53.7
CUST-1194,2022-09-27,Female,40,34571.65,686,Standard,53.7
CUST-1195,2022-09-27,Male,43,30331.57,673,Premium,50.6
CUST-1196,2022-09-27,Female,27,28079.97,749,Standard,48.7
CUST-1197,2022-09-27,Female,40,122354.11,658,VIP,46.7
CUST-1198,2023-08-10,Female,39,111881.7,700,Standard,47.2
CUST-1199,2023-08-10,Female,24,34968.05,704,Premium,47.3
CUST-1200,2023-08-10,Female,42,96633.27,630,Premium,45.8
CUST-1201,2021-04-13,Male,45,118600.88,754,Standard,46.2
CUST-1202,2021-04-13,Male,51,140385.37,667,Standard,45.1
CUST-1203,2021-04-13,Female,51,110430.95,623,Standard,44.6
CUST-1204,2021-04-13,Male,21,205807.2275,720,Standard,47.9
CUST-1205,2023-06-22,Female,27,96563.95,613,Standard,50.6
CUST-1206,2023-06-22,Female,44,63306.52,682,Standard,48.0
CUST-1207,2023-06-22,Male,44,142175.7,679,Premium,49.7
CUST-1208,2023-06-22,Male,44,120645.58,761,Premium,51.3
CUST-1209,2023-06-22,Male,35,103954.09,716,Standard,49.0
CUST-1210,2023-06-22,Male,45,110740.4,678,Standard,50.6
CUST-1211,2023-06-22,Female,52,54118.75,741,Standard,53.7
CUST-1212,2023-06-22,Male,49,72270.94,784,Standard,51.4
CUST-1213,2021-11-03,Male,46,42899.76,722,Standard,49.6
CUST-1214,2021-11-03,Female,34,139008.21,681,Standard,51.6
CUST-1215,2021-09-28,Female,39,127538.56,582,Premium,51.6
CUST-1216,2023-07-01,Female,29,49303.57,600,Premium,53.3
CUST-1217,2023-07-01,Male,35,135761.47,657,Premium,54.0
CUST-1218,2023-07-01,Male,32,102838.67,634,Premium,54.8
CUST-1219,2023-07-01,Male,39,137592.47,666,VIP,54.8
CUST-1220,2023-07-01,Male,66,66746.71,681,Premium,54.2
CUST-1221,2023-07-01,Male,35,55845.52,720,Standard,56.5
CUST-1222,2023-07-01,Male,46,47642.83,675,Standard,56.1
CUST-1223,2021-09-15,Male,19,124134.43,716,Premium,56.0
CUST-1224,2021-09-15,Male,32,80255.7,685,Standard,56.0
CUST-1225,2021-09-15,Male,51,52533.06,532,VIP,54.0
CUST-1226,2021-02-15,Female,39,69006.3,610,Premium,54.0
CUST-1227,2021-02-15,Male,25,112288.39,669,Premium,55.0
CUST-1228,2021-02-15,Male,29,73154.64,589,Premium,57.2
CUST-1229,2021-02-15,Male,46,141384.91,725,Standard,56.6
CUST-1230,2021-02-15,Male,39,85690.59,795,Standard,57.7
CUST-1231,2022-07-29,Female,41,69094.05,771,Standard,55.6
CUST-1232,2021-04-25,Female,39,39867.14,664,VIP,55.6
CUST-1233,2021-04-25,Female,30,120281.41,792,Standard,55.6
CUST-1234,2022-07-13,Female,64,47030.81,691,Standard,55.7
CUST-1235,2022-07-13,Male,46,121505.76,655,Standard,55.0
CUST-1236,2022-07-13,Male,35,62504.31,634,Standard,54.7
CUST-1237,2022-07-13,Male,40,58551.94,657,Standard,56.4
CUST-1238,2021-05-11,Female,30,36681.45,651,Premium,55.5
CUST-1239,2021-05-11,Female,48,131887.96,693,Standard,52.3
CUST-1240,2023-07-10,Male,28,113642.25,692,Standard,55.8
CUST-1241,2023-07-10,Male,37,67540.22,680,Standard,58.5
CUST-1242,2023-07-10,Female,44,110427.04,713,Premium,55.9
CUST-1243,2022-11-14,Male,48,138265.74,769,Premium,57.3
CUST-1244,2022-11-14,Male,24,99056.16,751,Premium,56.3
CUST-1245,2022-11-14,Male,34,46381.14,569,Premium,56.8
CUST-1246,2022-11-14,Female,32,66738.07,488,Standard,57.4
CUST-1247,2022-11-14,Female,30,75885.74,750,Premium,57.0
CUST-1248,2022-11-14,Female,59,105289.95,577,Standard,55.4
CUST-1249,2022-11-14,Male,43,55793.15,663,Premium,54.0
CUST-1251,2022-11-14,Male,49,45970.02,545,VIP,54.0
CUST-1252,2022-11-14,Female,63,28446.42,721,Premium,50.4
CUST-1253,2022-11-14,Male,50,62462.29,737,Standard,49.0
CUST-1254,2022-11-14,Male,20,51361.95,637,Premium,50.3
CUST-1255,2022-11-14,Female,32,52213.5,486,Standard,53.3
CUST-1256,2022-11-14,Female,53,142315.75,639,Premium,52.1
CUST-1257,2023-03-18,Female,30,126720.98,709,VIP,52.6
CUST-1258,2022-01-27,Female,43,119830.56,569,Standard,53.6
CUST-1259,2022-01-27,Female,47,85224.33,694,Standard,54.6
CUST-1260,2022-01-27,Female,27,38663.01,679,Standard,54.7
CUST-1261,2022-01-27,Female,37,49631.1,723,Standard,56.2
CUST-1262,2022-01-27,Male,35,71219.99,689,Standard,57.2
CUST-1263,2022-01-27,Male,26,33220.18,607,Premium,54.7
CUST-1264,2021-08-17,Male,35,82411.78,770,Premium,56.4
CUST-1265,2021-08-17,Male,23,125938.21,668,Standard,58.2
CUST-1266,2021-08-17,Male,58,45682.29,678,Premium,56.7
CUST-1267,2021-10-13,Male,21,38027.76,610,Standard,56.7
CUST-1268,2021-10-13,Female,33,122557.08,647,Standard,58.1
CUST-1269,2021-10-13,Female,40,141572.55,614,Standard,57.7
CUST-1270,2021-10-13,Female,55,92771.42,667,Premium,59.8
CUST-1271,2021-12-06,Female,21,123753.41,808,Standard,64.6
CUST-1272,2021-12-06,Male,52,140978.44,577,Premium,63.0
CUST-1273,2021-12-06,Female,38,95007.57,559,Premium,60.2
CUST-1274,2021-12-06,Female,26,83722.69,790,Standard,60.8
CUST-1275,2021-02-09,Female,44,74192.11,664,Standard,62.3
CUST-1276,2021-02-09,Male,40,86745.87,630,Standard,61.8
CUST-1277,2021-02-09,Male,31,42072.98,758,Standard,64.7
CUST-1278,2021-02-09,Female,39,48226.84,635,Premium,62.0
CUST-1279,2022-06-08,Female,33,141743.29,817,Standard,63.4
CUST-1280,2022-06-08,Female,39,86157.89,731,Standard,62.2
CUST-1281,2022-06-08,Female,46,42763.76,643,Standard,65.7
CUST-1282,2022-06-08,Male,57,37169.12,842,Premium,69.6
CUST-1283,2022-06-08,Female,23,51624.56,635,VIP,68.1
CUST-1284,2022-06-08,Male,64,125590.65,736,Premium,67.0
CUST-1285,2022-06-08,Female,35,65410.69,702,Standard,68.7
CUST-1286,2022-06-08,Female,36,38182.21,778,Premium,68.0
CUST-1287,2022-06-08,Male,45,92590.34,797,VIP,67.9
CUST-1288,2022-06-08,Male,41,88803.52,682,Standard,67.9
CUST-1289,2022-11-11,Male,31,120026.42,623,Standard,64.1
CUST-1290,2022-11-11,Male,36,41164.7,714,Standard,64.1
CUST-1291,2022-11-11,Male,32,45339.37,629,Standard,62.7
CUST-1292,2022-11-11,Female,31,136216.6,831,Standard,61.7
CUST-1293,2022-11-11,Female,48,119932.24,690,Standard,64.6
CUST-1294,2022-11-11,Male,42,130713.55,653,VIP,62.1
CUST-1295,2022-11-11,Female,30,72816.09,694,VIP,63.7
CUST-1296,2022-11-11,Female,49,94926.72,579,Standard,63.1
CUST-1297,2022-11-11,Female,42,32383.48,607,Premium,62.6
CUST-1298,2022-11-11,Female,48,75147.95,770,VIP,64.1
CUST-1299,2022-11-11,Female,46,32537.56,631,Standard,64.8
CUST-1300,2022-11-11,Female,28,108790.11,601,Standard,66.0
CUST-1301,2022-07-16,Male,31,115252.73,720,Premium,67.9
CUST-1302,2022-07-16,Male,47,132952.67,769,Premium,67.2
CUST-1303,2022-07-16,Female,45,67530.33,734,Premium,66.0
CUST-1304,2022-07-16,Male,38,64381.07,755,Standard,63.8
CUST-1305,2022-07-16,Female,39,128413.47,623,Premium,62.2
CUST-1306,2022-07-16,Female,53,141782.11,573,Standard,68.1
CUST-1307,2022-07-16,Female,31,43723.11,793,VIP,70.6
CUST-1308,2022-07-16,Female,45,118561.62,656,Premium,67.9
CUST-1309,2022-07-16,Female,36,59522.14,661,Standard,65.2
CUST-1310,2022-07-16,Female,35,98782.56,780,Standard,66.2
CUST-1311,2022-11-06,Male,51,49988.48,722,Premium,67.3
CUST-1312,2022-11-06,Female,48,134871.64,714,Standard,68.4
CUST-1313,2022-11-06,Female,48,114690.54,842,Standard,67.9
CUST-1314,2021-12-10,Male,54,124059.03,632,Standard,67.6
CUST-1315,2021-12-10,Male,38,35677.19,750,Standard,68.3
CUST-1316,2021-12-10,Female,46,43871.03,684,Premium,68.5
CUST-1317,2021-12-10,Female,34,48327.27,700,Standard,64.0
CUST-1318,2021-05-31,Female,42,125926.27,795,Standard,63.6
CUST-1319,2021-05-31,Female,36,31869.31,718,Premium,61.9
CUST-1320,2021-05-31,Female,39,135409.64,720,Standard,62.2
CUST-1321,2023-05-21,Female,45,60055.37,760,VIP,68.2
CUST-1322,2023-05-21,Male,28,87099.79,653,Premium,68.9
CUST-1323,2023-05-21,Female,63,107697.4,617,Standard,68.3
CUST-1324,2023-05-21,Female,26,71578.61,602,Standard,70.1
CUST-1325,2023-05-21,Female,23,48777.29,533,VIP,71.1
CUST-1326,2023-05-21,Male,52,96664.99,834,Standard,71.9
CUST-1327,2022-11-03,Female,47,68277.13,597,Premium,73.2
CUST-1328,2023-07-04,Female,45,115628.45,663,Standard,73.2
CUST-1329,2023-07-04,Female,46,61353.12,659,Standard,75.0
CUST-1330,2023-07-04,Male,38,33809.17,703,Standard,75.9
CUST-1331,2023-07-04,Male,27,128282.01,741,Standard,74.1
CUST-1332,2022-04-21,Female,39,107290.34,745,Standard,74.1
CUST-1333,2022-04-21,Male,30,104235.72,636,Standard,73.4
CUST-1334,2023-07-29,Male,50,129161.7,667,Standard,72.5
CUST-1335,2023-07-29,Female,36,83469.37,701,Standard,71.9
CUST-1336,2023-07-29,Male,28,103742.47,661,Premium,73.9
CUST-1337,2023-07-29,Female,34,54181.09,801,VIP,75.7
CUST-1338,2023-07-29,Female,43,111390.64,717,Standard,73.2
CUST-1339,2023-07-29,Female,31,77585.4,735,Standard,73.4
CUST-1340,2023-07-29,Male,28,127635.58,730,Standard,71.9
CUST-1341,2023-07-29,Female,41,57483.85,768,VIP,69.4
CUST-1342,2023-07-29,Male,41,63350.98,694,Standard,69.0
CUST-1343,2023-07-29,Female,32,96385.0,583,Standard,68.4
CUST-1344,2023-07-29,Male,32,87847.1,710,Premium,73.2
CUST-1345,2023-07-29,Male,41,93690.48,631,Standard,74.1
CUST-1346,2023-07-29,Female,21,62921.68,640,Standard,71.3
CUST-1347,2023-07-29,Male,21,84363.4,724,Standard,70.2
CUST-1348,2023-07-29,Male,29,143638.23,773,Standard,72.2
CUST-1349,2023-07-29,Female,35,128794.52,682,Standard,72.2
CUST-1350,2023-07-29,Male,42,104765.99,681,Standard,73.2
CUST-1351,2023-07-29,Male,56,50038.13,808,Standard,69.5
CUST-1352,2023-07-29,Male,48,133263.38,698,VIP,73.2
CUST-1353,2023-07-29,Male,36,105282.05,681,Standard,74.0
CUST-1354,2023-07-29,Male,38,112390.13,722,Standard,72.3
CUST-1355,2023-07-29,Female,26,144703.88,548,Standard,73.3
CUST-1356,2023-07-29,Male,38,134108.65,737,Premium,68.1
CUST-1357,2023-07-29,Female,35,73428.17,709,VIP,68.1
CUST-1358,2023-07-29,Female,42,96213.77,777,Standard,68.7
CUST-1359,2023-07-29,Male,28,68150.54,730,VIP,70.6
CUST-1360,2023-07-29,Female,44,108299.22,670,Standard,68.6
CUST-1361,2022-03-02,Female,56,134063.6,588,Premium,68.7
CUST-1362,2022-03-02,Male,37,87355.84,664,Premium,66.9
CUST-1363,2022-03-02,Female,43,126354.73,616,Standard,67.4
CUST-1364,2023-08-27,Female,46,62372.73,636,Premium,65.6
CUST-1365,2023-08-27,Male,33,42969.46,724,Premium,64.8
CUST-1366,2023-08-27,Male,41,112846.84,805,Standard,62.8
CUST-1367,2023-08-27,Male,38,138790.04,710,Standard,64.1
CUST-1368,2023-08-27,Female,39,104568.85,590,Standard,65.8
CUST-1369,2023-08-27,Female,29,69568.16,713,Standard,65.3
CUST-1370,2023-08-27,Male,38,77195.29,770,Premium,65.4
CUST-1371,2023-08-27,Female,44,71486.84,634,Premium,62.5
CUST-1372,2023-08-27,Female,55,82259.99,670,Standard,61.9
CUST-1373,2023-08-27,Male,50,83052.78,681,Standard,61.8
CUST-1374,2023-08-27,Female,64,83249.7,621,Standard,61.8
CUST-1375,2022-05-13,Male,29,86555.85,729,VIP,64.8
CUST-1376,2022-05-13,Female,48,89991.11,671,Premium,67.8
CUST-1377,2022-05-13,Female,40,34325.25,711,Standard,69.8
CUST-1378,2022-05-13,Male,64,44071.74,613,Standard,70.3
CUST-1379,2022-05-13,Female,28,68092.38,647,Standard,73.8
CUST-1380,2022-05-13,Female,28,44757.23,734,Standard,74.6
CUST-1381,2022-05-13,Male,31,119136.12,652,VIP,75.4
CUST-1382,2022-05-13,Female,35,66917.65,810,Premium,75.3
CUST-1383,2022-05-13,Female,32,64669.45,650,Premium,77.7
CUST-1384,2022-11-10,Male,29,28551.48,697,Standard,79.9
CUST-1385,2022-11-10,Male,40,52497.74,750,Standard,78.6
CUST-1386,2022-11-10,Male,42,95424.63,574,VIP,76.0
CUST-1387,2021-07-06,Female,61,85280.52,548,Standard,75.6
CUST-1388,2021-07-06,Female,49,43140.5,566,Standard,74.0
CUST-1389,2021-07-06,Male,31,102118.04,775,Standard,73.9
CUST-1390,2021-07-06,Male,27,78195.98,639,VIP,76.3
CUST-1391,2021-07-06,Female,44,72848.02,681,Standard,75.4
CUST-1392,2021-07-06,Female,22,90452.56,638,Standard,75.3
CUST-1393,2021-09-16,Female,60,139158.03,694,Standard,75.3
CUST-1394,2022-04-27,Male,52,116551.19,796,Standard,77.2
CUST-1395,2022-04-27,Female,32,30096.19,830,Premium,72.7
CUST-1396,2022-04-27,Male,35,101322.37,835,VIP,71.4
CUST-1397,2021-08-18,Female,54,54473.09,771,Premium,71.9
CUST-1398,2023-03-11,Male,37,64514.79,757,Premium,74.3
CUST-1399,2023-02-12,Female,53,72875.41,724,Standard,73.3
CUST-1400,2023-02-12,Female,19,47541.36,738,Standard,69.5
CUST-1401,2021-07-24,Female,31,62889.66,639,Standard,70.8
CUST-1402,2021-07-24,Male,38,81343.38,619,Standard,69.5
CUST-1403,2021-07-24,Male,39,78738.83,680,Premium,69.5
CUST-1404,2022-04-30,Male,33,68099.74,667,Premium,65.9
CUST-1405,2022-04-30,Female,45,70032.35,646,Standard,65.5
CUST-1406,2022-04-30,Male,25,47291.37,732,VIP,64.3
CUST-1407,2022-04-30,Female,36,30237.59,752,Premium,59.9
CUST-1408,2022-04-30,Female,39,113078.75,687,Premium,59.9
CUST-1409,2022-09-14,Male,44,52709.26,791,Standard,64.2
CUST-1410,2022-09-14,Male,47,96994.06,594,Premium,64.2
CUST-1411,2022-09-14,Male,25,42409.95,665,Premium,63.3
CUST-1412,2022-09-14,Male,20,71897.51,626,Standard,62.9
