Customer_ID,Signup_Date,Gender,Age,Annual_Income,Credit_Score,Customer_Segment,Activity_Score
CUST-1048,01-24-2022,Female,42.0,"$32,659.74",800.0,Premium,53.0
CUST-1049,2023.08.06,female,35.0,"138,995.56",616.0,Premium,54.8
CUST-1050,,Male,42.0,"87,273.44",606.0,Standard,
CUST-1051,08-13-2021,Male,33.0,"77,558.30",518.0,Standard,57.6
CUST-1052,2023-05-14,F,30.0, 37644.05 ,632.0,standard,54.7
CUST-1053,2021-08-23,Female,45.0,$60463.73,581.0,Premium,54.7
CUST-1054,04-05-2023,m,50.0, 37245.52 ,803.0,Standard,52.2
CUST-1055,02-15-2022,Male,49.0, 141994.67 ,756.0,prem,52.9
CUST-1056,09/03/2021,male,28.0,"90,757.65",628.0,Standard,54.7
CUST-1057,2023.07.25,Female,34.0,"$96,613.15",849.0,Standard,53.8
CUST-1058,06-17-2023,M,42.0,"64,289.83",754.0,Standard,48.6
CUST-1059,"August 06, 2021",f,50.0, 113405.13 ,656.0,,49.0
cust-1060  ,"February 10, 2022",Male,32.0,,493.0,vip,49.9
CUST-1061,05-27-2021,Male,36.0,"$34,775.00",852.0,Standard,50.7
CUST-1062,23/05/2021,m,25.0,"$136,181.45",576.0,Premium,53.2
CUST-1063,2023.02.02,M,24.0,"$81,044.51",557.0,prem,51.0
CUST-1064,07-06-2022,m,48.0, 64186.94 ,757.0,Premium,52.4
CUST-1065,2023.02.04,Male,54.0, 41974.83 ,863.0,Premium,54.8
CUST-1066,2022.03.15,Male,37.0, 110075.45 ,784.0,Standard,51.2
CUST-1067,02-13-2022,M,50.0,$86080.31,722.0,Standard,51.9
CUST-1068,13/08/2021,male,42.0,$89191.63,725.0,Standard,50.8
CUST-1069,"June 06, 2022",male,30.0, 47534.67 ,744.0,Standard,50.7
CUST-1070,2021-04-04,FEMALE,42.0,$115723.84,737.0,,
CUST-1071,2023-06-01,Male,56.0,"$113,753.49",701.0,Premium,50.4
CUST-1072,06/06/2021,Male,38.0,"$118,257.34",688.0,Premium,49.1
CUST-1073,"March 23, 2023",Female,57.0,"67,196.29",675.0,Premium,49.1
CUST-1074,2022-09-03,f,35.0,"$59,821.73",623.0,Premium,46.9
cust-1075  ,"January 30, 2022",Male,48.0,"$58,765.11",45.0,Standard,44.8
CUST-1076,"September 03, 2022",female,39.0,$86049.27,553.0,Standard,
CUST-1077,INVALID_DATE,Female,34.0, 34486.38 ,673.0,Standard,43.8
CUST-1078,06-26-2022,Male,39.0,$71019.47,606.0,Premium,45.2
CUST-1079,2023.09.22,Female,35.0,"$118,479.49",597.0,Standard,46.1
CUST-1080,2023-06-01,Female,35.0,"-$50,000",693.0,prem,42.6
CUST-1081,2022-11-28,,42.0,"$54,723.32",784.0,standard,41.3
CUST-1082,2022.11.30,Male,56.0,"$33,152.44",749.0,Premium,43.7
CUST-1083,02-08-2023,Male,32.0,"56,612.52",562.0,Standard,41.7
CUST-1084,02-27-2023,Male,28.0, 70585.25 ,606.0,Standard,40.8
CUST-1085,04-25-2021,Male,32.0,"$48,938.43",751.0,standard,41.7
CUST-1086,22/03/2022,Female,49.0,"92,685.18",606.0,Standard,43.3
CUST-1087,2022-04-10,,42.0, 54268.29 ,663.0,Standard,42.8
,09-04-2023,female,32.0,$76702.02,721.0,Standard,41.6
CUST-1089,2023.09.23,FEMALE,44.0,"$59,737.18",607.0,vip,44.4
cust-1090  ,20/02/2023,Unknown,,"$94,869.71",688.0,VIP,47.9
CUST-1091,2022-06-04,Female,50.0,"$86,738.79",580.0,vip,49.9
CUST-1092,06-11-2023,Female,30.0,"$48,983.29",635.0,Standard,50.0
CUST-1093,2023.05.12,Female,34.0,"$139,627.29",704.0,Premium,48.4
CUST-1094,16/09/2022,male,33.0,$130607.97,561.0,Standard,46.8
CUST-1095,06-06-2021,male,20.0,$118502.72,713.0,Standard,47.8
CUST-1096,20/02/2023,Male,42.0,"66,294.21",679.0,Standard,48.6
CUST-1097,2022.07.07,Female,41.0, 28932.39 ,721.0,vip,51.4
CUST-1098,2023-07-30,Female,38.0,$62116.63,697.0,Standard,52.7
CUST-1099,,Male,35.0, 114530.39 ,782.0,Premium,49.7
CUST-1100,09-06-2022,M,21.0,"82,279.42",689.0,Premium,51.8
CUST-1101,2022-05-16,male,33.0, 144741.09 ,648.0,VIP,
CUST-1102,04-25-2021,Unknown,195.0, 113698.21 ,689.0,VIP,49.1
CUST-1103,06-19-2023,female,28.0,"45,616.27",721.0,Standard,49.6
CUST-1104,2021-09-03,male,36.0,$30797.50,684.0,Premium,53.6
cust-1105  ,2021.09.04,Female,43.0,N/A,683.0,Premium,59.8
CUST-1106,2023-08-28,M,61.0,"$102,405.20",627.0,prem,61.0
CUST-1107,"March 29, 2021",Female,40.0,"$139,265.86",630.0,Premium,60.6
CUST-1108,2023-04-16,MALE,41.0,"116,794.71",575.0,Standard,61.7
CUST-1109,2023.02.18,Unknown,37.0,$127333.70,811.0,VIP,63.5
CUST-1110,24/02/2023,Male,35.0, 40162.04 ,,Premium,62.8
CUST-1111,"May 12, 2021",F,38.0,"$77,118.45",628.0,standard,66.4
CUST-1112,2023.08.28,Male,39.0,,626.0,Premium,66.9
CUST-1113,06-19-2021,M,68.0, 141789.43 ,747.0,Premium,67.9
CUST-1114,2022.06.25,Female,36.0,"$111,263.34",658.0,Standard,69.2
CUST-1115,10/03/2022,MALE,42.0, 33136.33 ,774.0,Standard,70.1
CUST-1116,2023.08.10,M,38.0,"132,982.63",629.0,standard,71.7
CUST-1117,13/02/2023,M,24.0,$109999.09,701.0,VIP,70.5
CUST-1118,01-01-2023,Female,52.0,"$81,639.59",617.0,VIP,69.4
CUST-1119,02-13-2022,Male,47.0, 95950.16 ,841.0,Standard,67.2
,2022.03.25,male,47.0,"102,554.23",591.0,standard,68.1
CUST-1121,2022-04-08,Male,27.0,"$36,755.17",703.0,,69.6
CUST-1122,11/09/2021,MALE,55.0, 78893.00 ,728.0,Standard,70.5
CUST-1123,03-07-2021,Female,21.0,$55702.29,711.0,Standard,73.9
CUST-1124,2021.01.22,Male,45.0,"127,556.90",666.0,Premium,73.9
CUST-1125,22/07/2022,female,64.0,$109984.90,670.0,vip,75.2
CUST-1126,26/08/2022,Female,26.0,$65212.75,683.0,Standard,73.0
CUST-1127,2021-01-08,Female,31.0, 55332.51 ,669.0,Standard,72.3
CUST-1128,2022-12-26,female,39.0,"$43,925.09",752.0,VIP,73.6
CUST-1129,2021-08-23,Male,32.0, 46183.03 ,846.0,Premium,
CUST-1130,2023-07-17,Female,19.0,$80599.31,1250.0,Standard,74.8
CUST-1131,05-31-2023,F,39.0,$75561.97,577.0,Standard,74.6
CUST-1132,2021.03.14,female,25.0, 140862.26 ,673.0,Standard,71.6
CUST-1133,09-01-2021,Female,44.0,"80,874.30",873.0,VIP,70.9
CUST-1134,"November 17, 2022",male,27.0,"$59,005.93",620.0,Premium,72.6
cust-1135  ,2021.08.08,Male,57.0,$38579.24,803.0,VIP,73.8
CUST-1136,2021.05.16,f,29.0,"$124,687.24",806.0,standard,74.8
CUST-1137,"August 14, 2022",male,34.0,$53157.43,638.0,Premium,74.9
CUST-1138,"September 06, 2021",f,48.0, 45353.88 ,723.0,Standard,74.9
CUST-1139,"April 07, 2023",Female,23.0,"141,302.80",802.0,standard,73.6
CUST-1140,INVALID_DATE,male,41.0,$88074.78,652.0,Standard,75.0
CUST-1141,2021-07-14,Male,54.0, 58439.51 ,665.0,Premium,75.8
CUST-1142,"April 10, 2021",Male,19.0,"31,636.60",636.0,VIP,76.8
CUST-1143,"December 29, 2021",FEMALE,40.0, 127988.35 ,604.0,standard,
CUST-1144,"February 25, 2022",male,41.0,"$39,082.86",631.0,Standard,71.4
CUST-1145,2023-06-04,Female,47.0, 122055.92 ,588.0,Standard,73.6
CUST-1146,2022-11-21,Female,23.0,"$42,210.03",683.0,Standard,72.7
CUST-1147,"March 04, 2021",Male,22.0, 125153.56 ,622.0,standard,71.0
CUST-1148,01-16-2023,Female,44.0,"43,293.68",698.0,VIP,72.3
CUST-1149,2023-03-31,Female,42.0,"$71,552.05",563.0,VIP,71.6
cust-1150  ,12/09/2021,Female,41.0,$96131.88,705.0,VIP,
CUST-1151,2021.07.14,Male,42.0,"$135,339.14",743.0,Standard,74.9
CUST-1152,05/04/2022,Female,30.0,"$30,550.62",530.0,Standard,76.3
CUST-1153,09/03/2022,F,41.0,"51,136.79",708.0,Premium,73.6
CUST-1154,"October 13, 2021",male,42.0,"$122,687.94",772.0,Premium,
CUST-1155,2021-09-13,f,,$133894.12,589.0,Standard,76.5
CUST-1156,2022.03.30,Male,60.0,"42,335.74",805.0,Premium,75.8
CUST-1157,2021-04-11,F,44.0,"33,924.61",711.0,Standard,76.0
CUST-1158,2022.10.30,Male,24.0,"124,137.19",627.0,Premium,72.5
CUST-1159,2023-05-07,f,46.0,"86,046.79",676.0,Premium,73.3
CUST-1160,2023-09-20,female,26.0, 107935.91 ,722.0,Standard,71.3
CUST-1161,07/08/2023,male,47.0, 69411.36 ,686.0,Premium,68.5
CUST-1162,"June 20, 2021",Male,52.0,"60,172.87",720.0,Premium,65.5
CUST-1163,"May 13, 2022",Female,28.0,"$131,360.58",611.0,,67.7
CUST-1164,"August 07, 2021",Female,50.0, 99850.47 ,693.0,Premium,66.5
cust-1165  ,2023-07-14,Male,43.0,"103,731.57",574.0,Standard,69.5
CUST-1166,"June 18, 2021",F,48.0,"76,203.09",672.0,Premium,68.5
CUST-1167,"January 03, 2021",Female,61.0,$35134.55,612.0,Standard,65.1
CUST-1168,"September 29, 2021",Female,35.0,"72,812.79",625.0,Standard,62.8
CUST-1169,"October 20, 2021",male,29.0, 51336.56 ,773.0,Standard,65.3
CUST-1170,2022.12.15,male,27.0,"$101,798.26",762.0,VIP,65.0
CUST-1171,"November 09, 2022",female,28.0,$143760.22,726.0,VIP,63.9
CUST-1172,08/06/2021,M,37.0,"84,123.08",598.0,Standard,64.2
CUST-1173,31/10/2021,m,42.0,$68251.99,656.0,Standard,65.2
CUST-1174,2023-09-19,Female,41.0, 73440.61 ,771.0,Premium,67.4
CUST-1175,2022.08.17,Male,48.0, 31049.37 ,691.0,Standard,70.3
CUST-1176,03-04-2021,M,38.0,$31428.50,854.0,Standard,69.6
CUST-1177,2021-02-28,MALE,55.0,"34,855.17",709.0,Premium,67.0
CUST-1178,"August 22, 2022",M,35.0, 89943.58 ,694.0,vip,66.1
CUST-1179,2022.05.30,Male,71.0,"$141,955.64",657.0,Standard,66.7
cust-1180  ,2021-06-11,F,-8.0, 56999.28 ,690.0,Standard,64.7
CUST-1181,2023.09.11,male,28.0,"$59,183.66",669.0,VIP,62.8
CUST-1182,24/03/2021,Unknown,25.0, 117393.82 ,733.0,vip,63.5
CUST-1183,2021.03.12,M,44.0,"95,355.98",752.0,Standard,63.4
CUST-1184,11/03/2021,M,35.0, 69512.14 ,621.0,Premium,63.5
CUST-1185,2022-02-18,female,47.0,$48603.74,580.0,Standard,62.0
CUST-1186,2023.08.23,Female,44.0,$122326.60,542.0,standard,61.5
CUST-1187,2021.09.10,Male,37.0,"$134,935.66",718.0,standard,59.6
CUST-1188,2022-09-01,male,28.0,$110303.99,597.0,prem,61.4
CUST-1189,2022-09-27,Male,20.0, 138864.37 ,519.0,Premium,63.5
CUST-1190,2022.03.06,m,33.0, 93883.74 ,709.0,standard,59.8
CUST-1191,2022.08.02,Male,48.0,"125,893.53",867.0,Standard,57.9
CUST-1192,11-20-2021,Male,41.0, 91428.58 ,680.0,Premium,55.0
CUST-1193,07-29-2021,f,23.0,"$85,381.06",743.0,standard,53.7
CUST-1194,09-02-2021,F,40.0, 34571.65 ,686.0,Standard,
cust-1195  ,10/02/2022,M,43.0,"30,331.57",673.0,Premium,50.6
CUST-1196,11-19-2022,FEMALE,27.0, 28079.97 ,749.0,Standard,48.7
CUST-1197,04-14-2022,F,40.0,$122354.11,658.0,VIP,46.7
CUST-1198,2023-08-10,female,39.0,$111881.70,700.0,Standard,47.2
CUST-1199,"January 10, 2021",f,24.0, 34968.05 ,704.0,Premium,47.3
CUST-1200,2022.09.29,female,42.0, 96633.27 ,630.0,prem,45.8
CUST-1201,2021-04-13,Male,45.0,$118600.88,754.0,Standard,46.2
CUST-1202,05/07/2022,Male,51.0,$140385.37,667.0,Standard,45.1
CUST-1203,06-03-2022,,51.0,"110,430.95",623.0,Standard,44.6
CUST-1204,05-16-2021,MALE,21.0,"$9,999,999.00",720.0,Standard,47.9
CUST-1205,2023-06-22,F,27.0,$96563.95,613.0,Standard,50.6
CUST-1206,20/06/2023,Female,44.0, 63306.52 ,682.0,Standard,48.0
CUST-1207,01-14-2022,Male,44.0,"142,175.70",679.0,Premium,49.7
CUST-1208,"June 11, 2021",M,44.0,"120,645.58",761.0,Premium,51.3
CUST-1209,2023.05.04,m,35.0, 103954.09 ,716.0,Standard,49.0
cust-1210  ,12-22-2022,male,45.0,$110740.40,678.0,Standard,50.6
CUST-1211,2022.09.19,Female,52.0, 54118.75 ,741.0,Standard,53.7
CUST-1212,2021.01.09,Male,49.0,$72270.94,784.0,,51.4
CUST-1213,2021-11-03,male,46.0,"$42,899.76",722.0,Standard,49.6
CUST-1214,20/08/2023,Female,34.0,"139,008.21",681.0,Standard,51.6
CUST-1215,2021-09-28,F,195.0,"$127,538.56",582.0,Premium,
CUST-1216,2023-07-01,Female,29.0,$49303.57,600.0,Premium,53.3
CUST-1217,2023.01.31,male,35.0, 135761.47 ,657.0,Premium,54.0
CUST-1218,06-09-2021,Male,32.0,"$102,838.67",634.0,Premium,54.8
CUST-1219,2021.10.16,Male,39.0, 137592.47 ,666.0,vip,
CUST-1220,08-04-2021,Male,66.0,"$66,746.71",,Premium,54.2
CUST-1221,07-28-2021,male,35.0,$55845.52,720.0,Standard,56.5
CUST-1222,"June 02, 2022",M,46.0,"$47,642.83",675.0,Standard,56.1
CUST-1223,2021-09-15,M,19.0,$124134.43,716.0,Premium,56.0
CUST-1224,"April 05, 2021",Male,32.0,$80255.70,685.0,Standard,
cust-1225  ,04-30-2023,Male,51.0,"$52,533.06",532.0,VIP,54.0
CUST-1226,2021-02-15,Female,39.0,"$69,006.30",610.0,prem,
CUST-1227,08/12/2021,M,25.0,"$112,288.39",669.0,Premium,55.0
CUST-1228,10-15-2022,male,29.0,"73,154.64",589.0,prem,57.2
CUST-1229,"June 15, 2021",M,46.0,"141,384.91",725.0,Standard,56.6
CUST-1230,"July 19, 2022",m,,"85,690.59",795.0,standard,57.7
CUST-1231,2022-07-29,Female,41.0,"69,094.05",771.0,Standard,55.6
CUST-1232,2021-04-25,female,39.0,"39,867.14",664.0,VIP,55.6
CUST-1233,26/08/2023,Female,30.0, 120281.41 ,792.0,Standard,
CUST-1234,2022-07-13,Female,64.0,"$47,030.81",691.0,Standard,55.7
CUST-1235,05-05-2023,Male,46.0,"$121,505.76",655.0,Standard,55.0
CUST-1236,2022.08.20,Male,35.0,$62504.31,634.0,Standard,54.7
CUST-1237,"June 01, 2021",M,40.0,"$58,551.94",657.0,Standard,56.4
CUST-1238,2021-05-11,Unknown,30.0, 36681.45 ,651.0,Premium,55.5
CUST-1239,11-12-2021,Female,48.0, 131887.96 ,693.0,,52.3
cust-1240  ,2023-07-10,M,28.0,"$113,642.25",692.0,standard,55.8
CUST-1241,07-10-2023,Male,37.0,"67,540.22",680.0,Standard,58.5
CUST-1242,04/08/2021,Female,44.0,"110,427.04",713.0,Premium,55.9
CUST-1243,2022-11-14,M,48.0, 138265.74 ,769.0,Premium,57.3
CUST-1244,2021.12.29,Male,24.0,"99,056.16",751.0,Premium,56.3
CUST-1245,"June 25, 2023",Male,34.0,"$46,381.14",569.0,Premium,56.8
CUST-1246,2023.09.25,Female,32.0, 66738.07 ,488.0,Standard,57.4
CUST-1247,07/02/2023,female,30.0,$75885.74,750.0,prem,57.0
CUST-1248,06/08/2023,Female,59.0,$105289.95,577.0,Standard,55.4
CUST-1249,05/06/2023,Male,43.0,"$55,793.15",663.0,Premium,54.0
,27/09/2023,F,23.0,"73,969.56",592.0,Premium,52.2
CUST-1251,"June 22, 2023",Male,49.0,$45970.02,545.0,VIP,
CUST-1252,26/01/2021,f,63.0,"$28,446.42",721.0,Premium,50.4
CUST-1253,01-25-2023,male,50.0,"62,462.29",737.0,standard,49.0
CUST-1254,"March 13, 2023",M,20.0,"$51,361.95",637.0,Premium,50.3
cust-1255  ,02/04/2023,Female,32.0,$52213.50,486.0,standard,53.3
CUST-1256,01/10/2021,F,53.0,"142,315.75",639.0,prem,52.1
CUST-1257,2023-03-18,Female,30.0,$126720.98,709.0,VIP,52.6
CUST-1258,2022-01-27,Female,43.0,"119,830.56",569.0,Standard,53.6
CUST-1259,"May 30, 2023",Female,47.0,$85224.33,694.0,Standard,54.6
CUST-1260,16/08/2021,Female,27.0,"38,663.01",679.0,Standard,54.7
CUST-1261,"April 17, 2023",Female,37.0,"49,631.10",723.0,Standard,56.2
CUST-1262,12-25-2021,MALE,35.0,"71,219.99",689.0,standard,57.2
CUST-1263,21/04/2023,Male,26.0,"33,220.18",607.0,Premium,54.7
CUST-1264,2021-08-17,male,35.0, 82411.78 ,770.0,Premium,56.4
CUST-1265,07/11/2022,Male,23.0,"$125,938.21",668.0,Standard,58.2
CUST-1266,02-13-2022,M,58.0,"$45,682.29",678.0,Premium,56.7
CUST-1267,2021-10-13,male,21.0,$38027.76,610.0,Standard,56.7
CUST-1268,09-18-2023,F,33.0,"122,557.08",647.0,Standard,58.1
CUST-1269,2021.12.26,F,40.0, 141572.55 ,614.0,Standard,57.7
cust-1270  ,2022.02.14,Female,55.0,"92,771.42",667.0,prem,59.8
CUST-1271,2021-12-06,Female,21.0,"123,753.41",808.0,Standard,64.6
CUST-1272,04-29-2021,male,52.0,"140,978.44",577.0,Premium,63.0
CUST-1273,2021.07.02,Female,38.0, 95007.57 ,559.0,Premium,60.2
CUST-1274,09-13-2023,Unknown,26.0,"$83,722.69",790.0,Standard,60.8
CUST-1275,2021-02-09,Female,44.0,"$74,192.11",664.0,Standard,62.3
CUST-1276,"September 03, 2022",male,40.0, 86745.87 ,630.0,Standard,61.8
CUST-1277,12-20-2021,Male,31.0,"42,072.98",758.0,standard,64.7
CUST-1278,2022.03.23,Female,39.0, 48226.84 ,635.0,Premium,62.0
CUST-1279,2022-06-08,Female,33.0, 141743.29 ,817.0,Standard,63.4
CUST-1280,2022.01.30,female,39.0,,731.0,Standard,62.2
CUST-1281,07-14-2021,female,46.0,"42,763.76",643.0,Standard,65.7
CUST-1282,"February 15, 2021",M,57.0,"37,169.12",842.0,Premium,69.6
CUST-1283,2021.01.02,female,23.0, 51624.56 ,635.0,vip,68.1
CUST-1284,2023.08.06,male,64.0,$125590.65,736.0,prem,67.0
cust-1285  ,05/12/2022,Female,35.0,"$65,410.69",702.0,Standard,68.7
CUST-1286,"January 08, 2022",Female,36.0,"38,182.21",778.0,prem,68.0
CUST-1287,03-13-2021,Male,45.0,$92590.34,797.0,VIP,67.9
CUST-1288,10-01-2022,m,41.0,"$88,803.52",682.0,standard,67.9
CUST-1289,2022-11-11,M,31.0,"120,026.42",623.0,standard,64.1
CUST-1290,01-08-2023,M,36.0, 41164.70 ,714.0,Standard,
CUST-1291,06-04-2022,Male,32.0,"$45,339.37",629.0,Standard,62.7
CUST-1292,"November 14, 2022",Female,31.0,"$136,216.60",831.0,Standard,61.7
CUST-1293,"December 01, 2021",Female,48.0,$119932.24,690.0,standard,64.6
CUST-1294,12-15-2022,MALE,42.0,$130713.55,653.0,VIP,62.1
CUST-1295,22/07/2022,F,30.0,"72,816.09",694.0,VIP,63.7
CUST-1296,"July 16, 2021",female,49.0,"94,926.72",579.0,standard,63.1
CUST-1297,"November 12, 2022",Female,42.0,$32383.48,607.0,prem,62.6
CUST-1298,25/11/2022,Female,48.0,"75,147.95",770.0,VIP,64.1
CUST-1299,2022.09.23,Female,46.0,$32537.56,631.0,Standard,64.8
cust-1300  ,"November 05, 2021",,28.0,"$108,790.11",601.0,standard,66.0
CUST-1301,2022-07-16,MALE,31.0,$115252.73,720.0,Premium,67.9
CUST-1302,11-08-2021,M,47.0,"$132,952.67",769.0,Premium,67.2
CUST-1303,"August 04, 2021",FEMALE,45.0,$67530.33,734.0,Premium,66.0
CUST-1304,2023.03.16,m,38.0,"64,381.07",755.0,Standard,63.8
CUST-1305,09-14-2022,Female,39.0,"$128,413.47",623.0,Premium,62.2
CUST-1306,"April 22, 2022",Female,53.0, 141782.11 ,573.0,Standard,68.1
CUST-1307,29/03/2022,Female,31.0,"43,723.11",793.0,VIP,70.6
CUST-1308,"June 08, 2022",F,45.0,$118561.62,656.0,Premium,67.9
CUST-1309,24/03/2023,Female,36.0,"59,522.14",661.0,Standard,65.2
CUST-1310,INVALID_DATE,female,35.0,"$98,782.56",780.0,Standard,66.2
CUST-1311,2022-11-06,male,51.0, 49988.48 ,722.0,prem,67.3
CUST-1312,2021.10.18,Female,48.0,"134,871.64",714.0,Standard,68.4
CUST-1313,2022.11.11,FEMALE,48.0,$114690.54,842.0,Standard,67.9
CUST-1314,2021-12-10,male,54.0, 124059.03 ,632.0,standard,67.6
cust-1315  ,19/04/2023,male,38.0,"35,677.19",750.0,Standard,68.3
CUST-1316,11-20-2022,f,46.0,"$43,871.03",684.0,Premium,68.5
CUST-1317,19/08/2021,Unknown,34.0, 48327.27 ,700.0,Standard,64.0
CUST-1318,2021-05-31,female,42.0, 125926.27 ,795.0,Standard,63.6
CUST-1319,17/02/2021,Female,36.0,"$31,869.31",718.0,Premium,61.9
CUST-1320,2022.05.02,Female,39.0, 135409.64 ,720.0,Standard,62.2
CUST-1321,2023-05-21,Female,45.0,"60,055.37",760.0,VIP,68.2
CUST-1322,"April 12, 2022",MALE,28.0,"$87,099.79",653.0,Premium,68.9
CUST-1323,2023.06.27,Female,63.0, 107697.40 ,617.0,Standard,68.3
CUST-1324,"July 19, 2021",f,26.0,"71,578.61",602.0,Standard,70.1
CUST-1325,"May 22, 2022",female,23.0,"48,777.29",533.0,VIP,71.1
CUST-1326,07/09/2021,male,52.0,$96664.99,834.0,Standard,71.9
CUST-1327,2022-11-03,Female,47.0,$68277.13,597.0,prem,73.2
CUST-1328,2023-07-04,Female,45.0,"$115,628.45",663.0,Standard,
CUST-1329,"March 09, 2023",F,46.0,"61,353.12",659.0,standard,75.0
cust-1330  ,13/08/2021,M,38.0, 33809.17 ,703.0,Standard,75.9
CUST-1331,2023.04.04,M,27.0, 128282.01 ,741.0,Standard,74.1
CUST-1332,2022-04-21,female,39.0,$107290.34,745.0,Standard,
CUST-1333,25/07/2022,Male,30.0,"$104,235.72",636.0,Standard,73.4
CUST-1334,2023-07-29,Male,50.0,"$129,161.70",667.0,Standard,72.5
CUST-1335,13/04/2022,FEMALE,36.0, 83469.37 ,701.0,standard,71.9
CUST-1336,"April 01, 2023",Male,28.0,"$103,742.47",661.0,Premium,73.9
CUST-1337,2022.11.15,f,34.0,$54181.09,801.0,VIP,75.7
CUST-1338,2022.07.27,Female,43.0,$111390.64,717.0,Standard,73.2
CUST-1339,"November 21, 2021",female,31.0,"77,585.40",735.0,Standard,73.4
CUST-1340,2022.09.20,Male,28.0,"127,635.58",730.0,standard,71.9
CUST-1341,2022.03.13,female,41.0,"57,483.85",768.0,VIP,69.4
CUST-1342,02/04/2022,male,41.0,"63,350.98",694.0,Standard,69.0
CUST-1343,"February 01, 2023",Female,32.0,"$96,385.00",583.0,Standard,68.4
CUST-1344,04-06-2022,male,32.0,$87847.10,710.0,Premium,73.2
cust-1345  ,09/02/2023,Male,41.0,$93690.48,631.0,Standard,74.1
CUST-1346,05-11-2023,female,21.0,"$62,921.68",640.0,,71.3
CUST-1347,2023.02.24,male,21.0,$84363.40,724.0,standard,70.2
CUST-1348,12/05/2022,Male,29.0,$143638.23,773.0,,72.2
CUST-1349,"October 09, 2021",F,35.0,$128794.52,682.0,Standard,
